Gene_ID	human_gene_ID	TaxID	gene_symbol	human_gene_symbol	unique_human_gene_ID	unique_human_gene_symbol	HGNC_ID	unique_HGNC_ID
12461	10576	10090	Cct2	CCT2	10576	CCT2	HGNC:1615	HGNC:1615
12465	22948	10090	Cct5	CCT5	22948	CCT5	HGNC:1618	HGNC:1618
12469	10694	10090	Cct8	CCT8	10694	CCT8	HGNC:1623	HGNC:1623
12475	929	10090	Cd14	CD14	929	CD14	HGNC:1628	HGNC:1628
12476	977	10090	Cd151	CD151	977	CD151	HGNC:1630	HGNC:1630
12477	1493	10090	Ctla4	CTLA4	1493	CTLA4	HGNC:2505	HGNC:2505
12478	930	10090	Cd19	CD19	930	CD19	HGNC:1633	HGNC:1633
12479	912	10090	Cd1d1	CD1D	912	CD1D	HGNC:1637	HGNC:1637
12481	914	10090	Cd2	CD2	914	CD2	HGNC:1639	HGNC:1639
12482	931	10090	Ms4a1	MS4A1	931	MS4A1	HGNC:7315	HGNC:7315
12483	933	10090	Cd22	CD22	933	CD22	HGNC:1643	HGNC:1643
12484	100133941	10090	Cd24a	CD24	100133941	CD24	HGNC:1645	HGNC:1645
12487	940	10090	Cd28	CD28	940	CD28	HGNC:1653	HGNC:1653
12488	23607	10090	Cd2ap	CD2AP	23607	CD2AP	HGNC:14258	HGNC:14258
12489	None	10090	Cd33	None	None	None	None	None
12490	947	10090	Cd34	CD34	947	CD34	HGNC:1662	HGNC:1662
12491	948	10090	Cd36	CD36	948	CD36	HGNC:1663	HGNC:1663
12492	950	10090	Scarb2	SCARB2	950	SCARB2	HGNC:1665	HGNC:1665
12494	952	10090	Cd38	CD38	952	CD38	HGNC:1667	HGNC:1667
12495	953	10090	Entpd1	ENTPD1	953	ENTPD1	HGNC:3363	HGNC:3363
12499	957	10090	Entpd5	ENTPD5	957	ENTPD5	HGNC:3367	HGNC:3367
12500	915	10090	Cd3d	CD3D	915	CD3D	HGNC:1673	HGNC:1673
12501	916	10090	Cd3e	CD3E	916	CD3E	HGNC:1674	HGNC:1674
12503	919	10090	Cd247	CD247	919	CD247	HGNC:1677	HGNC:1677
12504	920	10090	Cd4	CD4	920	CD4	HGNC:1678	HGNC:1678
12505	960	10090	Cd44	CD44	960	CD44	HGNC:1681	HGNC:1681
12506	962	10090	Cd48	CD48	962	CD48	HGNC:1683	HGNC:1683
12507	921	10090	Cd5	CD5	921	CD5	HGNC:1685	HGNC:1685
12508	963	10090	Cd53	CD53	963	CD53	HGNC:1686	HGNC:1686
12509	966	10090	Cd59a	CD59	966	CD59	HGNC:1689	HGNC:1689
12512	967	10090	Cd63	CD63	967	CD63	HGNC:1692	HGNC:1692
12514	None	10090	Cd68	None	None	None	None	None
12515	969	10090	Cd69	CD69	969	CD69	HGNC:1694	HGNC:1694
12516	924	10090	Cd7	CD7	924	CD7	HGNC:1695	HGNC:1695
12517	971	10090	Cd72	CD72	971	CD72	HGNC:1696	HGNC:1696
12518	973	10090	Cd79a	CD79A	973	CD79A	HGNC:1698	HGNC:1698
12519	941	10090	Cd80	CD80	941	CD80	HGNC:1700	HGNC:1700
12520	975	10090	Cd81	CD81	975	CD81	HGNC:1701	HGNC:1701
12521	3732	10090	Cd82	CD82	3732	CD82	HGNC:6210	HGNC:6210
12522	9308	10090	Cd83	CD83	9308	CD83	HGNC:1703	HGNC:1703
12523	8832	10090	Cd84	CD84	8832	CD84	HGNC:1704	HGNC:1704
12524	942	10090	Cd86	CD86	942	CD86	HGNC:1705	HGNC:1705
12525	925	10090	Cd8a	CD8A	925	CD8A	HGNC:1706	HGNC:1706
12526	926;927	10090	Cd8b1	CD8B;CD8B2	926	CD8B	HGNC:1707;HGNC:1708	HGNC:1707
12527	928	10090	Cd9	CD9	928	CD9	HGNC:1709	HGNC:1709
12530	993	10090	Cdc25a	CDC25A	993	CDC25A	HGNC:1725	HGNC:1725
12531	994	10090	Cdc25b	CDC25B	994	CDC25B	HGNC:1726	HGNC:1726
12532	995	10090	Cdc25c	CDC25C	995	CDC25C	HGNC:1727	HGNC:1727
12534	983	10090	Cdk1	CDK1	983	CDK1	HGNC:1722	HGNC:1722
12539	11140	10090	Cdc37	CDC37	11140	CDC37	HGNC:1735	HGNC:1735
12540	998	10090	Cdc42	CDC42	998	CDC42	HGNC:1736	HGNC:1736
12544	8318	10090	Cdc45	CDC45	8318	CDC45	HGNC:1739	HGNC:1739
12545	8317	10090	Cdc7	CDC7	8317	CDC7	HGNC:1745	HGNC:1745
12549	57514	10090	Arhgap31	ARHGAP31	57514	ARHGAP31	HGNC:29216	HGNC:29216
12550	999	10090	Cdh1	CDH1	999	CDH1	HGNC:1748	HGNC:1748
12552	1009	10090	Cdh11	CDH11	1009	CDH11	HGNC:1750	HGNC:1750
12554	1012	10090	Cdh13	CDH13	1012	CDH13	HGNC:1753	HGNC:1753
12555	1013	10090	Cdh15	CDH15	1013	CDH15	HGNC:1754	HGNC:1754
12556	1014	10090	Cdh16	CDH16	1014	CDH16	HGNC:1755	HGNC:1755
12557	1015	10090	Cdh17	CDH17	1015	CDH17	HGNC:1756	HGNC:1756
12558	1000	10090	Cdh2	CDH2	1000	CDH2	HGNC:1759	HGNC:1759
12560	1001	10090	Cdh3	CDH3	1001	CDH3	HGNC:1762	HGNC:1762
12561	1002	10090	Cdh4	CDH4	1002	CDH4	HGNC:1763	HGNC:1763
12562	1003	10090	Cdh5	CDH5	1003	CDH5	HGNC:1764	HGNC:1764
12563	1004	10090	Cdh6	CDH6	1004	CDH6	HGNC:1765	HGNC:1765
12564	1006	10090	Cdh8	CDH8	1006	CDH8	HGNC:1767	HGNC:1767
12565	1007	10090	Cdh9	CDH9	1007	CDH9	HGNC:1768	HGNC:1768
12566	1017	10090	Cdk2	CDK2	1017	CDK2	HGNC:1771	HGNC:1771
12567	1019	10090	Cdk4	CDK4	1019	CDK4	HGNC:1773	HGNC:1773
12568	1020	10090	Cdk5	CDK5	1020	CDK5	HGNC:1774	HGNC:1774
12569	8851	10090	Cdk5r1	CDK5R1	8851	CDK5R1	HGNC:1775	HGNC:1775
12570	8941	10090	Cdk5r2	CDK5R2	8941	CDK5R2	HGNC:1776	HGNC:1776
12571	1021	10090	Cdk6	CDK6	1021	CDK6	HGNC:1777	HGNC:1777
12572	1022	10090	Cdk7	CDK7	1022	CDK7	HGNC:1778	HGNC:1778
12575	1026	10090	Cdkn1a	CDKN1A	1026	CDKN1A	HGNC:1784	HGNC:1784
12576	1027	10090	Cdkn1b	CDKN1B	1027	CDKN1B	HGNC:1785	HGNC:1785
12577	1028	10090	Cdkn1c	CDKN1C	1028	CDKN1C	HGNC:1786	HGNC:1786
12578	1029	10090	Cdkn2a	CDKN2A	1029	CDKN2A	HGNC:1787	HGNC:1787
12579	1030	10090	Cdkn2b	CDKN2B	1030	CDKN2B	HGNC:1788	HGNC:1788
12580	1031	10090	Cdkn2c	CDKN2C	1031	CDKN2C	HGNC:1789	HGNC:1789
12581	1032	10090	Cdkn2d	CDKN2D	1032	CDKN2D	HGNC:1790	HGNC:1790
12583	1036	10090	Cdo1	CDO1	1036	CDO1	HGNC:1795	HGNC:1795
12587	8190	10090	Mia	MIA	8190	MIA	HGNC:7076	HGNC:7076
12589	28981	10090	Ift81	IFT81	28981	IFT81	HGNC:14313	HGNC:14313
12590	1044	10090	Cdx1	CDX1	1044	CDX1	HGNC:1805	HGNC:1805
12591	1045	10090	Cdx2	CDX2	1045	CDX2	HGNC:1806	HGNC:1806
12592	1046	10090	Cdx4	CDX4	1046	CDX4	HGNC:1808	HGNC:1808
12593	203611;253175;9426;9085	10090	Cdyl	CDY2B;CDY1B;CDY2A;CDY1	9425	CDYL	HGNC:23921;HGNC:23920;HGNC:1810;HGNC:1809	HGNC:1811
12606	1050	10090	Cebpa	CEBPA	1050	CEBPA	HGNC:1833	HGNC:1833
12607	10153	10090	Cebpz	CEBPZ	10153	CEBPZ	HGNC:24218	HGNC:24218
12608	1051	10090	Cebpb	CEBPB	1051	CEBPB	HGNC:1834	HGNC:1834
12609	1052	10090	Cebpd	CEBPD	1052	CEBPD	HGNC:1835	HGNC:1835
12611	1054	10090	Cebpg	CEBPG	1054	CEBPG	HGNC:1837	HGNC:1837
12613	1056	10090	Cel	CEL	1056	CEL	HGNC:1848	HGNC:1848
12615	1058	10090	Cenpa	CENPA	1058	CENPA	HGNC:1851	HGNC:1851
12622	9350	10090	Cer1	CER1	9350	CER1	HGNC:1862	HGNC:1862
12623	1066	10090	Ces1g	CES1	1066	CES1	HGNC:1863	HGNC:1863
12628	None	10090	Cfh	None	None	None	None	None
12631	1072	10090	Cfl1	CFL1	1072	CFL1	HGNC:1874	HGNC:1874
12632	1073	10090	Cfl2	CFL2	1073	CFL2	HGNC:1875	HGNC:1875
12633	8837	10090	Cflar	CFLAR	8837	CFLAR	HGNC:1876	HGNC:1876
12638	1080	10090	Cftr	CFTR	1080	CFTR	HGNC:1884	HGNC:1884
12640	1081	10090	Cga	CGA	1081	CGA	HGNC:1885	HGNC:1885
12642	9023	10090	Ch25h	CH25H	9023	CH25H	HGNC:1907	HGNC:1907
12647	1103	10090	Chat	CHAT	1103	CHAT	HGNC:1912	HGNC:1912
12648	1105	10090	Chd1	CHD1	1105	CHD1	HGNC:1915	HGNC:1915
12649	1111	10090	Chek1	CHEK1	1111	CHEK1	HGNC:1925	HGNC:1925
12651	1120	10090	Chkb	CHKB	1120	CHKB	HGNC:1938	HGNC:1938
12652	1113	10090	Chga	CHGA	1113	CHGA	HGNC:1929	HGNC:1929
12653	1114	10090	Chgb	CHGB	1114	CHGB	HGNC:1930	HGNC:1930
12654	1116	10090	Chi3l1	CHI3L1	1116	CHI3L1	HGNC:1932	HGNC:1932
12655	27159	10090	Chil3	CHIA	27159	CHIA	HGNC:17432	HGNC:17432
12660	1119	10090	Chka	CHKA	1119	CHKA	HGNC:1937	HGNC:1937
12661	10752	10090	Chl1	CHL1	10752	CHL1	HGNC:1939	HGNC:1939
12667	8646	10090	Chrd	CHRD	8646	CHRD	HGNC:1949	HGNC:1949
12669	1128	10090	Chrm1	CHRM1	1128	CHRM1	HGNC:1950	HGNC:1950
12671	1131	10090	Chrm3	CHRM3	1131	CHRM3	HGNC:1952	HGNC:1952
12672	1132	10090	Chrm4	CHRM4	1132	CHRM4	HGNC:1953	HGNC:1953
12675	1147	10090	Chuk	CHUK	1147	CHUK	HGNC:1974	HGNC:1974
12677	338917	10090	Vsx2	VSX2	338917	VSX2	HGNC:1975	HGNC:1975
12683	1149	10090	Cidea	CIDEA	1149	CIDEA	HGNC:1976	HGNC:1976
12686	83401	10090	Elovl3	ELOVL3	83401	ELOVL3	HGNC:18047	HGNC:18047
12696	1153	10090	Cirbp	CIRBP	1153	CIRBP	HGNC:1982	HGNC:1982
12700	1154	10090	Cish	CISH	1154	CISH	HGNC:1984	HGNC:1984
12702	9021	10090	Socs3	SOCS3	9021	SOCS3	HGNC:19391	HGNC:19391
12703	8651	10090	Socs1	SOCS1	8651	SOCS1	HGNC:19383	HGNC:19383
12704	11113	10090	Cit	CIT	11113	CIT	HGNC:1985	HGNC:1985
12705	4435	10090	Cited1	CITED1	4435	CITED1	HGNC:1986	HGNC:1986
12709	1152	10090	Ckb	CKB	1152	CKB	HGNC:1991	HGNC:1991
12715	1158	10090	Ckm	CKM	1158	CKM	HGNC:1994	HGNC:1994
12721	11151	10090	Coro1a	CORO1A	11151	CORO1A	HGNC:2252	HGNC:2252
12722	None	10090	Clca3a1	None	None	None	None	None
12723	1180	10090	Clcn1	CLCN1	1180	CLCN1	HGNC:2019	HGNC:2019
12724	1181	10090	Clcn2	CLCN2	1181	CLCN2	HGNC:2020	HGNC:2020
12728	1184	10090	Clcn5	CLCN5	1184	CLCN5	HGNC:2023	HGNC:2023
12733	1188;1187	10090	Clcnka	CLCNKB;CLCNKA	1187	CLCNKA	HGNC:2027;HGNC:2026	HGNC:2026
12737	9076	10090	Cldn1	CLDN1	9076	CLDN1	HGNC:2032	HGNC:2032
12738	9075	10090	Cldn2	CLDN2	9075	CLDN2	HGNC:2041	HGNC:2041
12739	1365	10090	Cldn3	CLDN3	1365	CLDN3	HGNC:2045	HGNC:2045
12740	None	10090	Cldn4	None	None	None	None	None
12741	7122	10090	Cldn5	CLDN5	7122	CLDN5	HGNC:2047	HGNC:2047
12745	1047	10090	Clgn	CLGN	1047	CLGN	HGNC:2060	HGNC:2060
12747	1195	10090	Clk1	CLK1	1195	CLK1	HGNC:2068	HGNC:2068
12748	1196	10090	Clk2	CLK2	1196	CLK2	HGNC:2069	HGNC:2069
12751	1200	10090	Tpp1	TPP1	1200	TPP1	HGNC:2073	HGNC:2073
12753	9575	10090	Clock	CLOCK	9575	CLOCK	HGNC:2082	HGNC:2082
12759	1191	10090	Clu	CLU	1191	CLU	HGNC:2095	HGNC:2095
12764	55907	10090	Cmas	CMAS	55907	CMAS	HGNC:18290	HGNC:18290
12765	3579	10090	Cxcr2	CXCR2	3579	CXCR2	HGNC:6027	HGNC:6027
12766	2833	10090	Cxcr3	CXCR3	2833	CXCR3	HGNC:4540	HGNC:4540
12767	7852	10090	Cxcr4	CXCR4	7852	CXCR4	HGNC:2561	HGNC:2561
12768	1230	10090	Ccr1	CCR1	1230	CCR1	HGNC:1602	HGNC:1602
12769	10803	10090	Ccr9	CCR9	10803	CCR9	HGNC:1610	HGNC:1610
12771	1232	10090	Ccr3	CCR3	1232	CCR3	HGNC:1604	HGNC:1604
12772	729230	10090	Ccr2	CCR2	729230	CCR2	HGNC:1603	HGNC:1603
12773	1233	10090	Ccr4	CCR4	1233	CCR4	HGNC:1605	HGNC:1605
12774	1234	10090	Ccr5	CCR5	1234	CCR5	HGNC:1606	HGNC:1606
12775	1236	10090	Ccr7	CCR7	1236	CCR7	HGNC:1608	HGNC:1608
12776	1237	10090	Ccr8	CCR8	1237	CCR8	HGNC:1609	HGNC:1609
12778	57007	10090	Ackr3	ACKR3	57007	ACKR3	HGNC:23692	HGNC:23692
12780	1244	10090	Abcc2	ABCC2	1244	ABCC2	HGNC:53	HGNC:53
12785	7555	10090	Cnbp	CNBP	7555	CNBP	HGNC:13164	HGNC:13164
12788	1259	10090	Cnga1	CNGA1	1259	CNGA1	HGNC:2148	HGNC:2148
12795	1263	10090	Plk3	PLK3	1263	PLK3	HGNC:2154	HGNC:2154
12796	820	10090	Camp	CAMP	820	CAMP	HGNC:1472	HGNC:1472
12797	1264	10090	Cnn1	CNN1	1264	CNN1	HGNC:2155	HGNC:2155
12798	1265	10090	Cnn2	CNN2	1265	CNN2	HGNC:2156	HGNC:2156
12799	1267	10090	Cnp	CNP	1267	CNP	HGNC:2158	HGNC:2158
12801	1268	10090	Cnr1	CNR1	1268	CNR1	HGNC:2159	HGNC:2159
12802	1269	10090	Cnr2	CNR2	1269	CNR2	HGNC:2160	HGNC:2160
12803	1270	10090	Cntf	CNTF	1270	CNTF	HGNC:2169	HGNC:2169
12804	1271	10090	Cntfr	CNTFR	1271	CNTFR	HGNC:2170	HGNC:2170
12805	1272	10090	Cntn1	CNTN1	1272	CNTN1	HGNC:2171	HGNC:2171
12810	1690	10090	Coch	COCH	1690	COCH	HGNC:2180	HGNC:2180
12812	8161	10090	Coil	COIL	8161	COIL	HGNC:2184	HGNC:2184
12813	None	10090	Col10a1	None	None	None	None	None
12814	1301	10090	Col11a1	COL11A1	1301	COL11A1	HGNC:2186	HGNC:2186
12815	1302	10090	Col11a2	COL11A2	1302	COL11A2	HGNC:2187	HGNC:2187
12816	1303	10090	Col12a1	COL12A1	1303	COL12A1	HGNC:2188	HGNC:2188
12819	1306	10090	Col15a1	COL15A1	1306	COL15A1	HGNC:2192	HGNC:2192
12821	1308	10090	Col17a1	COL17A1	1308	COL17A1	HGNC:2194	HGNC:2194
12822	80781	10090	Col18a1	COL18A1	80781	COL18A1	HGNC:2195	HGNC:2195
12824	1280	10090	Col2a1	COL2A1	1280	COL2A1	HGNC:2200	HGNC:2200
12825	1281	10090	Col3a1	COL3A1	1281	COL3A1	HGNC:2201	HGNC:2201
12826	1282	10090	Col4a1	COL4A1	1282	COL4A1	HGNC:2202	HGNC:2202
12827	1284	10090	Col4a2	COL4A2	1284	COL4A2	HGNC:2203	HGNC:2203
12828	1285	10090	Col4a3	COL4A3	1285	COL4A3	HGNC:2204	HGNC:2204
12829	1286	10090	Col4a4	COL4A4	1286	COL4A4	HGNC:2206	HGNC:2206
12830	1287	10090	Col4a5	COL4A5	1287	COL4A5	HGNC:2207	HGNC:2207
12831	1289	10090	Col5a1	COL5A1	1289	COL5A1	HGNC:2209	HGNC:2209
12832	1290	10090	Col5a2	COL5A2	1290	COL5A2	HGNC:2210	HGNC:2210
12833	1291	10090	Col6a1	COL6A1	1291	COL6A1	HGNC:2211	HGNC:2211
12834	1292	10090	Col6a2	COL6A2	1292	COL6A2	HGNC:2212	HGNC:2212
12835	1293	10090	Col6a3	COL6A3	1293	COL6A3	HGNC:2213	HGNC:2213
12836	None	10090	Col7a1	None	None	None	None	None
12839	1297	10090	Col9a1	COL9A1	1297	COL9A1	HGNC:2217	HGNC:2217
12841	None	10090	Col9a3	None	None	None	None	None
12842	1277	10090	Col1a1	COL1A1	1277	COL1A1	HGNC:2197	HGNC:2197
12843	1278	10090	Col1a2	COL1A2	1278	COL1A2	HGNC:2198	HGNC:2198
12845	1311	10090	Comp	COMP	1311	COMP	HGNC:2227	HGNC:2227
12846	1312	10090	Comt	COMT	1312	COMT	HGNC:2228	HGNC:2228
12848	9318	10090	Cops2	COPS2	9318	COPS2	HGNC:30747	HGNC:30747
12854	1325	10090	Cort	CORT	1325	CORT	HGNC:2257	HGNC:2257
12856	10063	10090	Cox17	COX17	10063	COX17	HGNC:2264	HGNC:2264
12857	1327	10090	Cox4i1	COX4I1	1327	COX4I1	HGNC:2265	HGNC:2265
12858	9377	10090	Cox5a	COX5A	9377	COX5A	HGNC:2267	HGNC:2267
12859	1329	10090	Cox5b	COX5B	1329	COX5B	HGNC:2269	HGNC:2269
12861	1337	10090	Cox6a1	COX6A1	1337	COX6A1	HGNC:2277	HGNC:2277
12862	1339	10090	Cox6a2	COX6A2	1339	COX6A2	HGNC:2279	HGNC:2279
12864	1345	10090	Cox6c	COX6C	1345	COX6C	HGNC:2285	HGNC:2285
12865	1346	10090	Cox7a1	COX7A1	1346	COX7A1	HGNC:2287	HGNC:2287
12866	1347	10090	Cox7a2	COX7A2	1347	COX7A2	HGNC:2288	HGNC:2288
12867	1350	10090	Cox7c	COX7C	1350	COX7C	HGNC:2292	HGNC:2292
12869	341947	10090	Cox8b	COX8C	341947	COX8C	HGNC:24382	HGNC:24382
12870	1356	10090	Cp	CP	1356	CP	HGNC:2295	HGNC:2295
12873	1359	10090	Cpa3	CPA3	1359	CPA3	HGNC:2298	HGNC:2298
12874	1362	10090	Cpd	CPD	1362	CPD	HGNC:2301	HGNC:2301
12876	1363	10090	Cpe	CPE	1363	CPE	HGNC:2303	HGNC:2303
12877	64506	10090	Cpeb1	CPEB1	64506	CPEB1	HGNC:21744	HGNC:21744
12879	192668	10090	Cys1	CYS1	192668	CYS1	HGNC:18525	HGNC:18525
12889	10815	10090	Cplx1	CPLX1	10815	CPLX1	HGNC:2309	HGNC:2309
12892	1371	10090	Cpox	CPOX	1371	CPOX	HGNC:2321	HGNC:2321
12894	1374	10090	Cpt1a	CPT1A	1374	CPT1A	HGNC:2328	HGNC:2328
12895	1375	10090	Cpt1b	CPT1B	1375	CPT1B	HGNC:2329	HGNC:2329
12896	1376	10090	Cpt2	CPT2	1376	CPT2	HGNC:2330	HGNC:2330
12902	1380	10090	Cr2	CR2	1380	CR2	HGNC:2336	HGNC:2336
12903	1381	10090	Crabp1	CRABP1	1381	CRABP1	HGNC:2338	HGNC:2338
12904	1382	10090	Crabp2	CRABP2	1382	CRABP2	HGNC:2339	HGNC:2339
12905	8738	10090	Cradd	CRADD	8738	CRADD	HGNC:2340	HGNC:2340
12908	1384	10090	Crat	CRAT	1384	CRAT	HGNC:2342	HGNC:2342
12912	1385	10090	Creb1	CREB1	1385	CREB1	HGNC:2345	HGNC:2345
12913	10488	10090	Creb3	CREB3	10488	CREB3	HGNC:2347	HGNC:2347
12914	1387	10090	Crebbp	CREBBP	1387	CREBBP	HGNC:2348	HGNC:2348
12915	1388	10090	Atf6b	ATF6B	1388	ATF6B	HGNC:2349	HGNC:2349
12916	1390	10090	Crem	CREM	1390	CREM	HGNC:2352	HGNC:2352
12918	1392	10090	Crh	CRH	1392	CRH	HGNC:2355	HGNC:2355
12919	1393	10090	Crhbp	CRHBP	1393	CRHBP	HGNC:2356	HGNC:2356
12921	104909134;1394	10090	Crhr1	LINC02210-CRHR1;CRHR1	1394	CRHR1	None;None	None
12922	1395	10090	Crhr2	CRHR2	1395	CRHR2	HGNC:2358	HGNC:2358
12925	1396	10090	Crip1	CRIP1	1396	CRIP1	HGNC:2360	HGNC:2360
12927	9564	10090	Bcar1	BCAR1	9564	BCAR1	HGNC:971	HGNC:971
12928	1398	10090	Crk	CRK	1398	CRK	HGNC:2362	HGNC:2362
12929	1399	10090	Crkl	CRKL	1399	CRKL	HGNC:2363	HGNC:2363
12931	9244	10090	Crlf1	CRLF1	9244	CRLF1	HGNC:2364	HGNC:2364
12933	1400	10090	Crmp1	CRMP1	1400	CRMP1	HGNC:2365	HGNC:2365
12934	1808	10090	Dpysl2	DPYSL2	1808	DPYSL2	HGNC:3014	HGNC:3014
12944	1401	10090	Crp	CRP	1401	CRP	HGNC:2367	HGNC:2367
12945	1755	10090	Dmbt1	DMBT1	1755	DMBT1	HGNC:2926	HGNC:2926
12946	1378	10090	Cr1l	CR1	1378	CR1	HGNC:2334	HGNC:2334
12950	1404	10090	Hapln1	HAPLN1	1404	HAPLN1	HGNC:2380	HGNC:2380
12951	1406	10090	Crx	CRX	1406	CRX	HGNC:2383	HGNC:2383
12952	1407	10090	Cry1	CRY1	1407	CRY1	HGNC:2384	HGNC:2384
12953	1408	10090	Cry2	CRY2	1408	CRY2	HGNC:2385	HGNC:2385
12954	102724652;1409	10090	Cryaa	LOC102724652;CRYAA	1409	CRYAA	HGNC:2388;HGNC:2388	HGNC:2388
12955	1410	10090	Cryab	CRYAB	1410	CRYAB	HGNC:2389	HGNC:2389
12957	1411	10090	Cryba1	CRYBA1	1411	CRYBA1	HGNC:2394	HGNC:2394
12959	1413	10090	Cryba4	CRYBA4	1413	CRYBA4	HGNC:2396	HGNC:2396
12960	1414	10090	Crybb1	CRYBB1	1414	CRYBB1	HGNC:2397	HGNC:2397
12962	1417	10090	Crybb3	CRYBB3	1417	CRYBB3	HGNC:2400	HGNC:2400
12964	1418	10090	Cryga	CRYGA	1418	CRYGA	HGNC:2408	HGNC:2408
12969	None	10090	Crygf	None	None	None	None	None
12970	1427	10090	Crygs	CRYGS	1427	CRYGS	HGNC:2417	HGNC:2417
12971	1428	10090	Crym	CRYM	1428	CRYM	HGNC:2418	HGNC:2418
12972	1429	10090	Cryz	CRYZ	1429	CRYZ	HGNC:2419	HGNC:2419
12974	1431	10090	Cs	CS	1431	CS	HGNC:2422	HGNC:2422
12977	1435	10090	Csf1	CSF1	1435	CSF1	HGNC:2432	HGNC:2432
12978	1436	10090	Csf1r	CSF1R	1436	CSF1R	HGNC:2433	HGNC:2433
12981	1437	10090	Csf2	CSF2	1437	CSF2	HGNC:2434	HGNC:2434
12982	1438	10090	Csf2ra	CSF2RA	1438	CSF2RA	HGNC:2435	HGNC:2435
12983	1439	10090	Csf2rb	CSF2RB	1439	CSF2RB	HGNC:2436	HGNC:2436
12984	1439	10090	Csf2rb2	CSF2RB	1439	CSF2RB	HGNC:2436	HGNC:2436
12985	1440	10090	Csf3	CSF3	1440	CSF3	HGNC:2438	HGNC:2438
12986	1441	10090	Csf3r	CSF3R	1441	CSF3R	HGNC:2439	HGNC:2439
12988	1445	10090	Csk	CSK	1445	CSK	HGNC:2444	HGNC:2444
12990	1446	10090	Csn1s1	CSN1S1	1446	CSN1S1	HGNC:2445	HGNC:2445
12991	1447	10090	Csn2	CSN2	1447	CSN2	HGNC:2447	HGNC:2447
12992	None	10090	Csn1s2b	None	None	None	None	None
12993	None	10090	Csn1s2a	None	None	None	None	None
12994	1448	10090	Csn3	CSN3	1448	CSN3	HGNC:2446	HGNC:2446
12995	283106;1457	10090	Csnk2a1	CSNK2A3;CSNK2A1	1457	CSNK2A1	HGNC:2458;HGNC:2457	HGNC:2457
13000	1459	10090	Csnk2a2	CSNK2A2	1459	CSNK2A2	HGNC:2459	HGNC:2459
13002	80331	10090	Dnajc5	DNAJC5	80331	DNAJC5	HGNC:16235	HGNC:16235
13003	1462	10090	Vcan	VCAN	1462	VCAN	HGNC:2464	HGNC:2464
13004	1463	10090	Ncan	NCAN	1463	NCAN	HGNC:2465	HGNC:2465
13006	9126	10090	Smc3	SMC3	9126	SMC3	HGNC:2468	HGNC:2468
13007	1465	10090	Csrp1	CSRP1	1465	CSRP1	HGNC:2469	HGNC:2469
13008	1466	10090	Csrp2	CSRP2	1466	CSRP2	HGNC:2470	HGNC:2470
13009	8048	10090	Csrp3	CSRP3	8048	CSRP3	HGNC:2472	HGNC:2472
13010	1471	10090	Cst3	CST3	1471	CST3	HGNC:2475	HGNC:2475
13011	8530	10090	Cst7	CST7	8530	CST7	HGNC:2479	HGNC:2479
13012	10047	10090	Cst8	CST8	10047	CST8	HGNC:2480	HGNC:2480
13013	128821	10090	Cst9	CST9L	128821	CST9L	HGNC:16233	HGNC:16233
13014	1476	10090	Cstb	CSTB	1476	CSTB	HGNC:2482	HGNC:2482
13016	1487	10090	Ctbp1	CTBP1	1487	CTBP1	HGNC:2494	HGNC:2494
13017	1488	10090	Ctbp2	CTBP2	1488	CTBP2	HGNC:2495	HGNC:2495
13018	10664	10090	Ctcf	CTCF	10664	CTCF	HGNC:13723	HGNC:13723
13019	1489	10090	Ctf1	CTF1	1489	CTF1	HGNC:2499	HGNC:2499
13024	None	10090	Ctla2a	None	None	None	None	None
13025	None	10090	Ctla2b	None	None	None	None	None
13026	5130	10090	Pcyt1a	PCYT1A	5130	PCYT1A	HGNC:8754	HGNC:8754
13030	1508	10090	Ctsb	CTSB	1508	CTSB	HGNC:2527	HGNC:2527
13032	1075	10090	Ctsc	CTSC	1075	CTSC	HGNC:2528	HGNC:2528
13033	1509	10090	Ctsd	CTSD	1509	CTSD	HGNC:2529	HGNC:2529
13034	1510	10090	Ctse	CTSE	1510	CTSE	HGNC:2530	HGNC:2530
13035	1511	10090	Ctsg	CTSG	1511	CTSG	HGNC:2532	HGNC:2532
13036	1512	10090	Ctsh	CTSH	1512	CTSH	HGNC:2535	HGNC:2535
13038	1513	10090	Ctsk	CTSK	1513	CTSK	HGNC:2536	HGNC:2536
13039	1514	10090	Ctsl	CTSL	1514	CTSL	HGNC:2537	HGNC:2537
13040	1520	10090	Ctss	CTSS	1520	CTSS	HGNC:2545	HGNC:2545
13043	2017	10090	Cttn	CTTN	2017	CTTN	HGNC:3338	HGNC:3338
13046	10658	10090	Celf1	CELF1	10658	CELF1	HGNC:2549	HGNC:2549
13047	1523	10090	Cux1	CUX1	1523	CUX1	HGNC:2557	HGNC:2557
13048	23316	10090	Cux2	CUX2	23316	CUX2	HGNC:19347	HGNC:19347
13051	1524	10090	Cx3cr1	CX3CR1	1524	CX3CR1	HGNC:2558	HGNC:2558
13052	1525	10090	Cxadr	CXADR	1525	CXADR	HGNC:2559	HGNC:2559
13056	1534	10090	Cyb561	CYB561	1534	CYB561	HGNC:2571	HGNC:2571
13057	1535	10090	Cyba	CYBA	1535	CYBA	HGNC:2577	HGNC:2577
13058	1536	10090	Cybb	CYBB	1536	CYBB	HGNC:2578	HGNC:2578
13063	54205	10090	Cycs	CYCS	54205	CYCS	HGNC:19986	HGNC:19986
