#SentenceID	Sentence	TRI	MoR	Valid?	true_TRI	true_MoR	TRI score	MoR scores	TF	TF Id	TF Symbol	TF TaxID	TF_is_incorrect	TF_correct_mention	TF offset	TG	TG Id	TG Symbol	TG TaxID	TG_is_incorrect	TG_correct_mention	Gene offset	method	stage	renormalisation	pre-post	TF_type	Other issues	Explanation
25638724:8:EGR-1:cyclin D1	(2) [TF] siRNA mediated knockdown suppressed the expression of [TG] and ICAM-1 genes but not of PTEN gene in PC9 cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0016392064919440355;0.9933763396177605;0.004984453890295495	EGR-1	1958	EGR1	9606			1166	cyclin D1	595	CCND1	9606			1226	random	s3		pre	dbTF	mutation	
14659041:5:Stat3:mcl-1	We demonstrated that the G-rich ODN T40214, which forms a G-quartet structure at intracellular but not extracellular K+ ion concentrations, is delivered efficiently into the cytoplasm and nucleus of cancer cells where it inhibited IL-6-stimulated Stat3 activation and suppressed [TF]-mediated upregulation of bcl-x and [TG] gene expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.001595697787002999;0.9969847028694815;0.0014195993435154822	Stat3	6774	STAT3	9606			996	mcl-1	4170	MCL1	9606			1037	random	s3		pre	dbTF		
22866146:11:ERbeta:Snail	These results demonstrated that genistein triggered the MTA3/[TG]/E-cadherin regulatory pathway by binding with [TF], thereby inhibiting JAR cell invasion.	TRI	UNDEFINED	F	Not TRI			0.842878443004704;0.15115883896553328;0.005962718029762602	ERbeta	2100	ESR2	9606			1373	Snail	6615	SNAI1	9606			1321	random	s3		pre	dbTF		pathway not valid for TG, only for TF
32760202:8:KAT7:RANTES	Collectively, our study indicates that sublytic C5b-9-induced MCP-1 and [TG] synthesis is associated with [TF]-mediated KLF6 acetylation and elevated KLF6 transcriptional activity, which might provide a new insight into the pathogenesis of rat Thy-1N and human MsPGN.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.004756749492513483;0.9944217811747859;0.0008214693327007331	KAT7	303470	Kat7	10116			1483	RANTES	81780	Ccl5	10116			1447	random	s3		pre	dbTF		
32861799:14:cjun:MCP-1	SIGNIFICANCE: Enhancement of lens extraction-induced [TG] upregulation and microglia response in long-term diabetes might be due to the activation of [TF], stat1 and ERK, which provided potential therapeutic targets to attenuate retinal inflammation after surgery in diabetic individuals.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0036213361216630197;0.9948845930303332;0.0014940708480038441	cjun	16476	Jun	10090			1621	MCP-1	17224	Mcpt1	10090			1523	random	s3		pre	dbTF		
11850816:0:p53:bax	A conserved intronic response element mediates direct [TF]-dependent transcriptional activation of both the human and murine [TG] genes.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.00320163543635613;0.9960036589261994;0.0007947056374445903	p53	7157	TP53	9606			54	bax	12028	Bax	10090			124	random	s3		pre	dbTF		
17145718:4:Brn-3b:Bax	However, whereas Brn-3a repressed p53 mediated Bax expression but cooperated with p53 to increase p21cip1/waf1, this study demonstrated that co-expression of [TF] with p53 increases trans-activation of [TG] promoter but not p21cip1/waf1.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002502655480121011;0.9961798807809792;0.0013174637388998313	Brn-3b	18997	Pou4f2	10090			596	Bax	12028	Bax	10090			642	random	s3		pre	dbTF		
21138480:9:NF-kappaB:JNK	Treatment with [TF] inhibitor Bay 11-7082 (Bay) completely abrogated ALA-PDT-induced [TG] activation.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0015142400578287468;0.9966035713408409;0.0018821886013303385	NF-kappaB	Complex:NFKB	NFKB	9606			911	JNK	5599	MAPK8	9606			986	random	s3	NFKB	pre	dbTF	mutation	
33783611:0:Bcl11b:odorant receptor	[TF] is required for proper [TG] expression in the mouse septal organ.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.005750940767080644;0.9930556144363776;0.0011934447965417508	Bcl11b	58208	Bcl11b	10090			0	odorant receptor	259026	Or1e19	10090			30	random	s3		pre	dbTF		
19233863:9:STAT-3:bcl-2	Further, leptin-deficient hearts, as well as hearts from wild-type mice treated with the [TF] inhibitor WP1066, exhibited blunted anti-apoptotic [TG] and survivin gene expression, and increased caspase-3 protein expression and activity.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.013358259223352497;0.881040854074865;0.1056008867017826	STAT-3	20848	Stat3	10090			1321	bcl-2	12043	Bcl2	10090			1379	random	s3		pre	dbTF	mutation	
33177034:10:STAT6:MUC5AC	CONCLUSIONS: Brg1 gene knockdown in type II alveolar epithelial cells alleviates OVA-induced airway mucus hypersecretion and reduces the expression of [TG] in C57bl/6 mice possibly by inhibiting [TF] activation, suggesting the role of Brg1 in promoting asthmatic airway mucus hypersecretion.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0017210780807305444;0.9956876244426757;0.002591297476593794	STAT6	20852	Stat6	10090			1824	MUC5AC	17833	Muc5ac	10090			1778	random	s3		pre	dbTF		
35294885:5:NKX2-1:Efnb2	Ventral loss of [TF] results in disruption of separation and expansion of [TG] expression in the trachea independent of SOX2.	TRI	REPRESSION	F	TRI	ACTIVATION		0.01284759856998653;0.013580104291614136;0.9735722971383992	NKX2-1	7080	NKX2-1	9606			664	Efnb2	1948	EFNB2	9606			724	random	s3		pre	dbTF		
33520407:6:NFATc3:IFNL1	Mechanistically, [TF] could bind to the promoters of [TG] and IFNB1 genes and prompt the production of IFNs and interferon-stimulated genes.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.007881426697749789;0.9913140305482375;0.0008045427540126802	NFATc3	4775	NFATC3	9606			821	IFNL1	282618	IFNL1	9606			859	random	s3		pre	dbTF		
33158965:12:ERalpha:GHRH	Lack of [TF] in [TG] neurons disrupts growth in both sexes and causes pubertal delay in females.	TRI	ACTIVATION	F	Not TRI			0.1222080492994046;0.8557079684140836;0.022083982286511806	ERalpha	13982	Esr1	10090			1919	GHRH	14601	Ghrh	10090			1930	random	s3		pre	dbTF		
19822197:7:Nur77:GIOT-1	The ectopic expression of NR4As and GIOT-1 suppressed promoter II activity, while among the NR4As expressed, only [TF] (NR4A1) secondarily induced [TG] mRNA expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0025147704540908313;0.9957961422496415;0.0016890872962676158	Nur77	3164	NR4A1	9606			1173	GIOT-1	92283	ZNF461	9606			1207	random	s3		pre	dbTF	mutation	
31599425:0:STAT3:SNHG17	[TF]-induced upregulation of lncRNA [TG] predicts a poor prognosis of melanoma and promotes cell proliferation and metastasis through regulating PI3K-AKT pathway.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.001998270043854107;0.9969150645187226;0.0010866654374232447	STAT3	6774	STAT3	9606			0	SNHG17	388796	SNHG17	9606			37	random	s3		pre	dbTF		
26407074:5:SALL4:N-cadherin	The overexpression of [TF] promoted the invasiveness in endometrial cancer cells, as indicated by the upregulation of mesenchymal cell marker [TG] and downregulation of the epithelial marker E-cadherin, and invasion assays in vitro.	TRI	ACTIVATION	F	Not TRI			0.008606516990893038;0.9886853545657791;0.002708128443327873	SALL4	57167	SALL4	9606			519	N-cadherin	1000	CDH2	9606			640	random	s3		pre	dbTF		
22563503:7:MafA:insulin 1	After the addition of Pdx1 alone for a period of five days, followed by the combination of Pdx1 and TAT-[TF] in a second phase, up-regulation of [TG], insulin 2, Pdx1, Glut2, Pax4 and Nkx6.1 was observed.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.00927533652176925;0.9877658321898404;0.0029588312883903536	MafA	378435	Mafa	10090			1206	insulin 1	16333	Ins1	10090			1247	random	s3		pre	dbTF		
34985386:15:ELF1:FRRS1	HOXD-AS1 promotes CESC by up-regulating [TG] via [TF].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.010650651586199987;0.9851785007829332;0.004170847630866678	ELF1	1997	ELF1	9606			1673	FRRS1	391059	FRRS1	9606			1663	random	s3		pre	dbTF		
35603730:12:GLI1:HIF-1alpha	Silenced [TF] did not affect [TG] expression but completely offset hypoxia-regulated expression of E-cadherin and vimentin in glioma cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.24728017796984594;0.5408490702683509;0.21187075176180314	GLI1	2735	GLI1	9606			1438	HIF-1alpha	3091	HIF1A	9606			1458	random	s3		pre	dbTF	negation	
30988710:11:HIF-3alpha:VEGF	In conclusion, the QBM could inhibit the biofilm formation of Staphylococcus aureus and Pseudomonas aeruginosa through decreasing the levels of AI-2 while upregulating the expression of HIF-1alpha, HIF-2alpha and [TF], which increased the levels of [TG], thereby promoting angiogenesis and wound healing in chronic and refractory wounds.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.028697298686731088;0.9366590160052433;0.034643685308025696	HIF-3alpha	64345	Hif3a	10116			1755	VEGF	83785	Vegfa	10116			1797	random	s3		pre	dbTF		
29871303:10:HIF-1:AQP1	Conclusion:There was a significant correlation between the expression of AQP1 and peripheral nerve Schwann cell edema, the expression of [TG] was induced by [TF] after cells hypoxia.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0023174383222772576;0.9967699416937331;0.0009126199839895739	HIF-1	3091	HIF1A	9606			1488	AQP1	358	AQP1	9606			1468	random	s3		pre	dbTF		
30838022:9:p53:VEGF	Furthermore, overexpression of Meg3 inhibited cell apoptosis, and increased cell migration by enhancing [TF] transcription on its target genes, including CRP, ICAM-1, [TG], and HIF-1alpha.	TRI	UNDEFINED	F	TRI	ACTIVATION		0.5842690776232479;0.4030312407821087;0.01269968159464345	p53	7157	TP53	9606			1051	VEGF	7422	VEGFA	9606			1113	random	s3		pre	dbTF		
12738604:8:Sp-1 transcription factor:interleukin-10	The increased [TG] production was analyzed in terms of intracellular signaling in peripheral blood mononuclear cells from patients with trauma: our results suggest the involvement of p38 mitogen-activated protein kinase, [TF], heterotrimeric Gi protein, and phosphatidylinositol-3'-kinase.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.03020470638767251;0.9671337253848985;0.00266156822742902	Sp-1 transcription factor	6667	SP1	9606			1406	interleukin-10	3586	IL10	9606			1189	random	s3		pre	dbTF		
17617668:7:SRCAP:G3BP	The highest levels of [TF] were observed on the active SP-1, [TG], and FAD synthetase promoters.	TRI	ACTIVATION	F	TRI	UNDEFINED		0.24555489244319054;0.7473978353493217;0.0070472722074877165	SRCAP	10847	SRCAP	9606			933	G3BP	10146	G3BP1	9606			973	random	s3		pre	dbTF		
21388517:9:HIF 1alpha:mir-210	Using luciferase reporter, chromatin immunoprecipitation (ChIP) and small interfering RNA (siRNA) experiments, we finally identified a new transcriptional mechanism that the overexpression of [TG] under hypoxia was regulated by NF-kappaB transcriptional factor p50, apart from the well-known [TF].	TRI	UNDEFINED	F	TRI	ACTIVATION		0.6076686184314246;0.37818493242186674;0.014146449146708673	HIF 1alpha	3091	HIF1A	9606			1257	mir-210	406992	MIR210	9606			1154	random	s3		pre	dbTF		
16790433:4:Stat3:interleukin-6	COX-2-derived PGE(2) induces [TG] production through activation of EP(4) receptor and subsequent phosphorylation of gp130/[TF] in human cholangiocarcinoma cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0032872913051731974;0.9957663852056837;0.0009463234891430452	Stat3	6774	STAT3	9606			614	interleukin-6	3569	IL6	9606			512	random	s3		pre	dbTF		
32737855:8:Slug:vimentin	Further, acetylated [TF] downregulates the expression of E-cadherin, the epithelial marker, and upregulates the expression of N-cadherin and [TG], thereby promoting breast cancer cell migration.	TRI	REPRESSION	F	TRI	ACTIVATION		0.02762958419744967;0.05853811632122581;0.9138322994813245	Slug	6591	SNAI2	9606			927	vimentin	7431	VIM	9606			1048	random	s3		pre	dbTF		
20053927:4:c-MYC:microRNA-141	Both [TF] knockdown and SPLUNC1 re-expression can down-regulate [TG] (miR-141).	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0048239689136626894;0.7692089711006472;0.22596705998569003	c-MYC	4609	MYC	9606			429	microRNA-141	406933	MIR141	9606			489	random	s3		pre	dbTF	mutation	
17440111:5:ERalpha:MMP-1	We showed that ERbeta2 inhibited [TF]-mediated transactivation via estrogen response element and activator protein-1 sites of reporter constructs as well as the endogenous genes pS2 and [TG].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0025733486740068725;0.9961643658488717;0.0012622854771213335	ERalpha	2099	ESR1	9606			705	MMP-1	4312	MMP1	9606			861	random	s3		pre	dbTF		
24366538:0:GLI1:C-JUN	[TF] upregulates [TG] through a specific 130-kDa isoform.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0030364649659798356;0.9960476232685124;0.0009159117655077884	GLI1	2735	GLI1	9606			0	C-JUN	3725	JUN	9606			17	random	s3		pre	dbTF		
1331059:0:AP-1:interleukin 8	Tumor necrosis factor alpha and interferon gamma synergistically induce interleukin 8 production in a human gastric cancer cell line through acting concurrently on [TF] and NF-kB-like binding sites of the [TG] gene.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.13209279143531646;0.86508443101249;0.002822777552193462	AP-1	Complex:AP1	AP1	9606			164	interleukin 8	3576	CXCL8	9606			205	random	s3	AP1	pre	dbTF		
21691557:11:Cdx-2:Gcg	Finally, when [TF] and Nkx6.2 were co-transfected into the undifferentiated rat intestinal IEC-6 cell line, it produced detectable amount of [TG] mRNA.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.013067480180473164;0.9857659374800665;0.0011665823394603418	Cdx-2	66019	Cdx2	10116			1295	Gcg	24952	Gcg	10116			1423	random	s3		pre	dbTF	mutation	
17920563:7:IRF3:COX-2	Our results showed that cinnamaldehyde suppressed the activation of NFkappaB and [TF] induced by LPS, a TLR4 agonist, leading to the decreased expression of target genes such as [TG] and IFNbeta in macrophages (RAW264.7).	TRI	ACTIVATION	T	TRI	ACTIVATION		0.004595529206880721;0.9912982488046775;0.004106221988441867	IRF3	3661	IRF3	9606			914	COX-2	4513	COX2	9606	normalisation	PTGS2	1011	random	s3		pre	dbTF		
11222774:7:Pax6:c-maf	Endogenous [TG] is also activated by the [TF] expression vector.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002045860837011904;0.9970628140386085;0.0008913251243795072	Pax6	25509	Pax6	10116			784	c-maf	54267	Maf	10116			753	random	s3		pre	dbTF	mutation	
15363409:5:Nkx2-5:Mef2c	Further, we show that Mef2c is a direct target of Foxh1, which physically and functionally interacts with [TF] to mediate strong Smad-dependent activation of a TGFbeta response element in the [TG] gene.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.007363439468642482;0.9915588989137278;0.0010776616176296206	Nkx2-5	18091	Nkx2-5	10090			639	Mef2c	17260	Mef2c	10090			727	random	s3		pre	dbTF		
25531327:0:PAX3:MET	[TF] and ETS1 synergistically activate [TG] expression in melanoma cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0017659153108981807;0.9972832635199768;0.0009508211691251376	PAX3	5077	PAX3	9606			0	MET	79811	SLTM	9606	normalisation	MET	39	random	s3		pre	dbTF		
12388243:10:STAT1:MCP-1	These results demonstrate that IL-4-dependent [TG] induction in HUVEC is mediated by redox-regulated [TF] activation.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0026440570399475292;0.9964693028608781;0.0008866400991744051	STAT1	6772	STAT1	9606			1400	MCP-1	6347	CCL2	9606			1344	random	s3		pre	dbTF		
30009856:8:STAT3:cyclin D1	Moreover, this leads to a decrease of PKM2-mediated [TF] phosphorylation at Tyr705 and a down-regulation of target genes, including MEK5 and [TG].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.25894868827361006;0.7029370760274958;0.03811423569889409	STAT3	6774	STAT3	9606			1015	cyclin D1	595	CCND1	9606			1105	random	s3		pre	dbTF		
27819281:0:Stat1:Vegf	IL-17 Promotes Angiogenic Factors IL-6, IL-8, and [TG] Production via [TF] in Lung Adenocarcinoma.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002814718513985491;0.9963399143500388;0.0008453671359757475	Stat1	6772	STAT1	9606			70	Vegf	7422	VEGFA	9606			50	random	s3		pre	dbTF		
33067638:22:STAT5:PD-L2	The [TG] expression in neutrophils was dependent on [TF] phosphorylation.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0112190023021932;0.9874025644503187;0.0013784332474880482	STAT5	6776	STAT5A	9606			3222	PD-L2	80380	PDCD1LG2	9606			3173	random	s3		pre	dbTF		
10674400:11:HNF-6:hnf4	Consistent with our earlier finding that [TF] stimulates the [TG] and hnf3beta gene promoters, GH treatment of hypophysectomized rats increased the liver concentration of HNF-4 and HNF-3beta mRNAs.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002262261416282807;0.9967820400022255;0.0009556985814917475	HNF-6	25231	Onecut1	10116			1495	hnf4	25735	Hnf4a	10116			1516	random	s3		pre	dbTF		
30013572:15:MR:Jagged1	The therapeutic effects are mediated by the regulation of the differentiation, maturation, and functions of DCs via [TF], resulting in the upregulation of [TG] expression and Th2 cell polarization.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.11885456863329469;0.8767649803579819;0.004380451008723427	MR	110784	Nr3c2	10090			2163	Jagged1	16449	Jag1	10090			2200	random	s3		pre	dbTF		
26302934:7:ATF-2:IL-5	Taken together, we suggest that PLD1 acts as an important regulator in Amb a 1-induced expression of [TG] and IL-13 via a PLCgamma/p70S6K/JNK/[TF] pathway in BEAS-2B cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.09840513156207208;0.8967719146348593;0.004822953803068603	ATF-2	1386	ATF2	9606			994	IL-5	3567	IL5	9606			953	random	s3		pre	dbTF		
26833899:9:HNE:TRAF6	[TF] upregulated the expression of tumor necrosis factor receptor-associated factor 6 ([TG]) and caused transactivation of TLR4, while AC-264613 did not promote TLR4 transactivation.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0021733760751945865;0.9969256945004563;0.0009009294243491338	HNE	1991	ELANE	9606			1260	TRAF6	7189	TRAF6	9606			1346	random	s4_coTF		pre	coTF		
34260915:4:RBMX:p53	We show that [TF]-depleted cells exhibit aberrant activation of the [TG] pathway.	TRI	ACTIVATION	F	Not TRI			0.13127752652713592;0.5821937406035097;0.2865287328693544	RBMX	27316	RBMX	9606			328	p53	7157	TP53	9606			383	random	s4_coTF		pre	coTF candidate		"""TF-pathway"" not valid TG-mention"
34457066:8:METTL3:Snail	Mechanistically, the present study demonstrated that [TF] methylates [TG] mRNA, thus stabilizing it to promote CRC malignancy.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.14981824066550195;0.8231237709158435;0.027057988418654536	METTL3	56339	METTL3	9606			950	Snail	6615	SNAI1	9606			968	random	s4_coTF		pre	coTF candidate		
36627334:11:PD-L1:PD-1	Long-term cultivation of CD19+ or [TF]+EVs with CD19-CAR T cells led to increased terminal differentiation and functional exhaustion according to elevated expression of [TG], TIGIT, CD57.	TRI	ACTIVATION	F	Not TRI			0.033052505644227556;0.9366229707666314;0.03032452358914096	PD-L1	29126	CD274	9606	NER&norm	"correct NE is ""PD-L1+EVs"" - i.e. denotes cells, not protein"	1579	PD-1	5133	PDCD1	9606			1715	random	s4_coTF		pre	coTF		
10831317:4:MUC1:IL-2 receptor	Crosslinking of [TF] on peripheral blood T cells by plate-bound anti-MUC1 (DF3-P) antibody inhibits cell proliferation, IL-2 and GM-CSF production, and up-regulation of the [TG] upon anti-CD3 stimulation.	TRI	ACTIVATION	F	Not TRI			0.05078133626988938;0.532977077486448;0.41624158624366264	MUC1	4582	MUC1	9606			466	IL-2 receptor	3560	IL2RB	9606			623	random	s4_coTF		pre	coTF		
26866937:7:JAK2:RegIIIgamma	Moreover, the expression of [TG] requires TLR2, MyD88, and [TF]/STAT3 activation.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0040232102847097976;0.9952610828506321;0.0007157068646580556	JAK2	16452	Jak2	10090			900	RegIIIgamma	19695	Reg3g	10090			862	random	s4_coTF		pre	coTF candidate		
